id,hour_of_a_day,category,keyword,search_steps,filters_count,results,ad_views
a73f574bd4301c6e97def67dea1ac44a,21,motoryzacja,,123,2,2893,0
797e529a9911df81ac64db104931d11d,11,motoryzacja,,2,1,38,0
4fd979330171364d3c7ed83444573237,6,motoryzacja,Opel Astra h,9,0,466,0
9b5c0899e2f71afda5698e91cf84c395,11,dom-ogrod,sukulenty,8,0,51,0
d95d462b53f90fdd6ecc9aa86d29bc9b,16,nieruchomosci,działka rekreacyjna,115,0,241,3
46c9bdc055b51062622bc719522abcf6,18,motoryzacja,Man 8,2,0,427,0
62d7901a7e3e4a566ec45487ebaf8c4d,21,praca,Fryzjer,59,0,26,11
11370f0774b09f40036a918d33c0dfbf,18,motoryzacja,7 osobowy,9,0,51,0
1d9641be1c494925c234ed81433cfe25,15,dla-dzieci,,79,1,108,1
3f3c4f3f8a72975ca46137fd6cf41727,14,motoryzacja,,32,0,67,5
6f15851a70f6bfe89824f24a7254ecf8,19,rolnictwo,david b,2,0,0,0
1c104adb31126d8007a71a17a8ecede0,17,sport-hobby,Deceiver,2,0,0,0
4b0824592c609347f2592a8be69a2350,10,motoryzacja,,15,1,32,0
3ff2a64491514eeab94b1048129f3035,11,sport-hobby,wilson,5,0,1212,0
e0a77880ad92ec9801e202458b161735,16,sport-hobby,,1,1,177,0
9e1dd236d0a2b812928d51a8be114e5c,9,praca,,31,0,18,7
da7684cda9c70eff2fb7cb8d6aac83c5,2,rolnictwo,jałówka,34,1,88,2
1d14275b3cec68b99b55d0069e536c3e,18,dom-ogrod,piec co używany,37,1,317,2
5ee46cb927b6102da5c33af543682d9c,16,praca,,82,0,73,20
02046a5ae5846f747a4c8ac923a6d15e,16,dla-dzieci,,11,0,1615,0
55aadcbfd01e750a3bf44797c722a039,10,nieruchomosci,,29,0,18,0
a70125e393534a334e728a24d3b972a4,17,motoryzacja,audi a6 c5,378,0,60,9
f321a00ecccc69c2425709d94a6d836a,6,motoryzacja,,21,2,503,0
9e95c67a021aae74215e50a03ed219ae,5,motoryzacja,,16,4,166,2
82bd9785555c4ce6c84ade983dcc32fe,16,nieruchomosci,,8,1,11,2
8b858e3df8f2c66cd3fbea17f0c00519,12,praca,,21,0,22,0
7c4306efcbcfe177ebb8f192738f33b6,6,motoryzacja,,4,1,12,0
17724d9077f59465cc8f49ad31de89b2,11,nieruchomosci,Mieszkanie stargard,9,0,70,0
1828c462221675b27a4f8e17f7af1fda,7,motoryzacja,80,44,1,79,4
665fc44a2eff388e0592887897da3131,7,motoryzacja,ford ranger wildtrak,8,0,13,0
c840d926a8d2cec43b165a6293d9c077,20,motoryzacja,,321,0,2168,1
c1324510a2ee4a5a382e1828fc74e5e3,9,motoryzacja,Rondell 5x120,66,0,72,1
1435ec92df1f2a38cc84e84858bea600,14,dla-dzieci,spinozaur,9,0,11,1
ff2dbe2e84883fe78f96718f6cbf97e2,14,motoryzacja,,5,4,34,0
9acca751829d3c77279ef60593f9ac45,12,motoryzacja,,86,3,84,2
58deb90af12fdf80f80aefbb5564dfbc,19,motoryzacja,,27,2,899,0
4ec8c41994aaccaa95bb67590a1b90fd,18,zwierzeta,obroża świecąca,28,0,79,0
804e495cc8206a8914000fa419566e8c,10,zwierzeta,shih tzu bez rodowodu,2,0,11,0
7987564687c4585d172283b8073d0ae2,19,nieruchomosci,,2,0,0,0
f453b3a5b88b1cbccf55d7bbcf3be3c9,8,uslugi-firmy,dmuchany zamek,1,0,232,0
4b31b9481e4f39a99966551ebfd29ae9,1,motoryzacja,zamienię na q7,49,0,46,1
2b4a750d8a6e607a9c619d937289ba1d,4,motoryzacja,,12,1,2052,0
dbbaef5bd0b33a84a880348af542327a,18,rolnictwo,cedry w,25,0,46,4
6ff05b864836c3f46b89389bc0f31349,11,dom-ogrod,plytki,1,0,4524,0
f8980fe98926bda59dd1bea717f8d101,18,sport-hobby,rower szosowy,5,0,0,0
a24f001e420688f99f8db11c590044b1,20,moda,,3,0,1129,0
b517d00fbff55f606010a825e3e3356f,19,zwierzeta,,241,0,274,0
7cde4030643d2982a781a56c0787f623,17,nieruchomosci,,685,2,861,1
90256cb578bd9bbea3e5e5b5728a2963,15,dla-dzieci,jeansy 134,28,1,8,2
f28f5df9ad4c1f025d3aadb0b56832ed,10,motoryzacja,,17,1,434,1
eef36041743d0bceea9b469f9025b4d2,9,motoryzacja,golf3,2,0,552,0
7a88bb032dedcdcafdd0529aeee9067b,19,dom-ogrod,kosiarka,1,0,956,0
0418c3a5fc77dc02ba1cc2e2c1926cd7,14,motoryzacja,,219,1,126,8
1637d574442446f3b4b215daa0d3cbda,11,nieruchomosci,domek letniskowy,1,0,8,0
133bbd5f8d4deb24f904eab4709d5486,14,rolnictwo,,1,0,0,0
d524fa676370ef299e5b55ebc43d7717,13,dom-ogrod,stół loft,3,0,556,0
4286a56183e9657464f52539b039dd50,7,motoryzacja,skaner diagnostyczny ds,6,0,12,1
e21fa860a5f6f6434b8a07945ef9c9b8,18,motoryzacja,125,96,0,935,1
da290dea60137f7b96e7a0ecf8f496c5,5,praca,,17,0,14,3
bdf16cc1a5c516f312f171c738226b8e,11,motoryzacja,,2,1,5,0
86f316f77f9de3b713932fc5d433c641,14,rolnictwo,amazone d7,1,0,133,0
61831a9e3293578bbd09f4261e5ce730,19,sport-hobby,Rower cross26 malopolska k,1,0,0,0
dafb40f346e783799a91c5695e709568,12,praca,rejestratorka medyczna,2,0,0,0
709f0f386fa05bd273e26544c0c01b49,13,motoryzacja,shl,4,0,1888,0
63b34c3a7f4f86027884ee12709688ab,16,motoryzacja,,66,4,438,0
0ed3a4c11d235b6f4920182a2470c580,18,rolnictwo,wywrotka,8,0,13,0
c4f0e208a2f79a55face9ea5bb8bdf0c,11,motoryzacja,,11,0,124,0
f1288df1cb1eb9c93abe3cfba701d273,6,zwierzeta,niemiecki krótkowłosy,1,0,2,0
ff819b4414390e0f050a930a4f25ad37,8,motoryzacja,,2,3,4,0
2f20b645c32412490f1693fd78c2cc64,10,motoryzacja,,13,5,8,2
e610c9dabfa0cd58a19b30ee8ebb953a,8,praca,,16,0,10,3
e7d666c662e845e70250bf5399d4c9ae,11,praca,malarz na,1,0,8,0
55407237b5d3624056fcd1ff11ffa82d,13,motoryzacja,shoei GT air s,93,0,11,7
f3d313378f1ee483a1a236a68d098fa5,11,nieruchomosci,,1,0,8,0
a863044c5a7610f4e132ba51dd65c7ca,6,motoryzacja,fiat freemont,8,2,29,0
92114a2252c705d001c3ddc4e1439dd8,17,uslugi-firmy,reproduktor,42,0,21,0
8f8e823653c73a3528960ea6e9b84333,6,nieruchomosci,,11,0,59,1
613bbf1df4424e40d76c60ddf9ecb87c,12,motoryzacja,ford transit,46,2,213,2
22503acc6051fd0430aef69ccb642d1f,12,motoryzacja,,73,3,31,3
84b38acf7b9a928dcea9e7ba915a414a,21,motoryzacja,bmw 730,5,0,220,0
67325d500ccf54601d97c6d697b954f7,17,motoryzacja,używane z niemiec,1,0,731,0
6a66d64d737c6320b0841ee07cadcc7d,16,dom-ogrod,,5,0,7,0
ed3fe911d44fc60c0aa9fde43dc5fbf8,10,motoryzacja,,8,1,2,0
a49eb5d79016a9b5c7dc01b64de7040e,18,uslugi-firmy,,1,1,1,0
3ba6665a82837d19af378d4793938ec7,17,motoryzacja,,4,1,153,0
2c7044bdf9ec3fc5e506d15dfbfb0225,15,dom-ogrod,zmywarka 45,9,1,1,1
926387a88ca4324f8fe0430973c190ff,16,motoryzacja,,41,2,25,2
5100ba2ed52a8f08da2eedab04f80922,15,dla-dzieci,tinker bell,1,0,30,0
b9a34c055f1ffb1f396fe19a00a8f98d,12,motoryzacja,,15,1,543,1
2e8fe881d6af1f7fe0f09422eb60b951,5,dla-dzieci,oryginalne ubranka,48,0,3657,4
bf4453611166eac2ab1ccabd20f5aaac,11,rolnictwo,,3,1,274,0
e529d7624687f5682864c346b5388010,20,dla-dzieci,bugaboo spacerówka,1,0,8,0
7c2d8ddbab4c12c0632af5f18b8400d7,19,motoryzacja,,6,3,8,0
278c185cf9bb93d5784d6298d173a88b,19,praca,,32,1,2829,4
5eabf1844e197abe9a2704dff088b898,15,dla-dzieci,kurtka 68 chłopięca,67,0,241,9
bcff79f9f89e3b191e410de2aec53f9a,14,motoryzacja,,27,2,196,2
dff2e0221241ecdb168b013882b924e9,8,motoryzacja,sławno,1,0,34,0
bea3572e87adf8235a845581b712248b,22,sport-hobby,obciążenie 20 kg,48,0,128,8
d89d11057b6d1d6d1c67b182c8eaf042,3,elektronika,xbox 360 kinect,1,0,0,0
6917493964c4bebb4f19d7c38c21c7b3,10,motoryzacja,akumulatory.,1,0,4,0
7540f63c8027f641317589e77025d41a,20,nieruchomosci,,265,0,8,6
b1deabe72e91cd2bd6a71430d2f805f4,13,motoryzacja,,20,1,606,1
00dfcd32850563c94adb52a115cbd9a8,22,motoryzacja,opel astra h,2,0,183,0
8153fa41bbeb6fdf333e8e1122e50386,16,motoryzacja,,11,1,8449,0
99eb42dd5bc85212b96b694685368819,7,nieruchomosci,,18,0,5,0
1018e03b4a33c1023316da7b9e687e9a,16,zwierzeta,węże,32,0,30,1
25968e921e2c50ac55a80e7cb16daeb8,9,motoryzacja,,1,2,211,0
d8d628aaa74cb82234030d69a0777ccb,19,dla-dzieci,Trampolina ogrodowa,1,0,0,0
e4c6d76f42713ac1f9c9a6eeac507abf,1,rolnictwo,,1,0,178,0
4c1cde4a735858975a48fd22109d26ce,13,motoryzacja,,3,2,383,0
5f42cb1131b97eaa4180d78c840c4da6,7,motoryzacja,autolaweta,128,0,503,0
515ce320f8c3cac1175146187d1ee02b,13,praca,Analityk,41,0,11,7
34539bcbee911ed44eb9e09477b9ec77,14,muzyka-edukacja,puzon,8,0,171,0
25452f8f1880f179b34fdef1dc843c3e,20,nieruchomosci,,57,1,35,2
ed0cc27b25aefff01a297d6da59eae93,17,moda,Sukienka tommy hilfiger s,157,0,167,5
3ce3300b426bc7aab5ca2c238199b6fe,16,motoryzacja,,59,0,4060,1
fdb5ce29763c28aa1d6028aa1df80aea,9,sport-hobby,stare dokumenty,46,0,128,0
0cda525187d173ecd8a77374bb2061ef,13,motoryzacja,opel astra i,1,0,27,0
ca3271e7d77afaf73b8c41efec570625,19,rolnictwo,john deere 7430,26,0,32,0
13781b0a4ee0a00acea39aae293d00e0,10,dom-ogrod,glebogryzarka,48,0,63,5
7a4f225084c50d06d78a3096cabbfbdb,19,motoryzacja,,122,0,72,1
4562fe923905171d7fbb9b635937cf4b,10,nieruchomosci,dom drewniany,53,0,138,4
0d30d8130c1c065021d6c20b5396887b,16,dom-ogrod,antyki,10,0,9011,0
0e844e1738a2e5b04b2551aaf4b63b62,16,praca,,33,0,48,6
8e2730858a8c2c1d9e6cf169b708c014,10,uslugi-firmy,Wyrwanie karp,1,0,0,0
286415c3776a890a437929e3b2be8f1b,7,praca,,17,0,15,2
5a67d70d9be01be8c0c9ee9961245feb,17,zwierzeta,,35,0,171,4
06de6cec7de7173360563956dd8b34d8,20,motoryzacja,wsk lelek,15,0,3,0
5482d7f08f51f2849e66cd1342c3ea22,23,nieruchomosci,,47,1,114,0
9f2bfe5c61e2089a7832f51dd2c9f740,10,motoryzacja,spycharka,23,0,78,0
99972e376a8b0421e8a470a24873e9d9,19,motoryzacja,,1,3,70,0
eeb64c33c61c465ca8c89aa9fa53e17b,12,dom-ogrod,,2,0,113,0
2299b2e8ff3309c33d3e168f65031a34,17,rolnictwo,jednoosiowa ownia,43,0,2,4
278f4ac504ad23b6034d5c99ed32264c,19,motoryzacja,touran,17,0,196,1
c29ee2e0c30aa90fdc08f480222c4f11,18,motoryzacja,,2,5,103,0
c82f40cb685cd82048b51530d1c51910,18,praca,Trampki śliczne,1,1,0,0
987868308750c3e5fb8e325dc0035cda,16,motoryzacja,bmw,15,6,182,0
8d94e23b41e835007b72677fe4c66fc6,10,motoryzacja,,2,1,755,0
b31b614d0c0e3538478bd06dbce7d307,10,motoryzacja,,1,6,134,0
fd8b486b728e3fda54d2d4c9f78d2824,23,motoryzacja,,2,1,3,0
ed03667f3c4b151e66bf6749c8a2b97a,14,praca,Służbowy,1,0,1,0
7d9543ada6dff5ae31c0d67722ec716c,18,zwierzeta,kołowrotek dla chomika,1,0,0,0
7ab2ddcd7d187140082991be0444e312,20,moda,spodnie cargo damskie,2,0,70,0
2fb6ca477786faf87b0e118b6c2f3ff3,14,motoryzacja,,1,1,252,0
90cd07a89b2591dd73f831ba93c35cc8,18,nieruchomosci,,51,1,145,1
279dcb3a8b296cf395beff5975b19123,23,motoryzacja,fiat 126p,53,0,5,5
84bf7008961e4391712b57ae52e7828e,6,uslugi-firmy,,46,0,1281,4
a7d22f281a2170c915b0edb30d03d90b,16,dom-ogrod,gwoździarka,11,0,484,0
704ede9e51340e8910dd37934a5123d5,19,dla-dzieci,,84,0,123,4
7ea4afab855576ab7c57a57a412d61de,11,motoryzacja,,94,0,242,0
0515738fe1794043cf618a84ae298e6d,19,motoryzacja,kia,55,1,997,0
d7b251384be23566026538f184121bfa,11,elektronika,tamron 150 600,3,0,10,1
a1a63e06df95874bc6f8f69bf3818e1f,16,nieruchomosci,,20,0,53,1
862edb6e0984c903760495d6260f70b7,11,motoryzacja,,92,2,120,2
f7e727451dde823c5361eb511999073d,17,nieruchomosci,,103,0,85,23
2fa8411000ba3b6c94be80194f489969,19,motoryzacja,,115,7,120,2
ee01c331d165169abcc6c7540a128bdf,5,dla-dzieci,laktator elektryczny nowy tommee tippee,15,0,6,2
8ff38b27f509d15476eede3b538d4909,11,rolnictwo,,1,0,0,0
5f6bc19528158fbec5843143ef658d0e,19,dom-ogrod,,6,0,21,0
d7aa45474724df8d2186f2c0b2cdbfca,19,dom-ogrod,,16,0,103,1
0e13a69bb7e26b9ec6b96b3539f2df6f,13,motoryzacja,,16,1,23,0
d92b2892dfdaa1a7f61edf9e300344b6,19,motoryzacja,bmw 5,95,2,113,1
1c87d3b3d482de79455aa0741d65f4fa,18,nieruchomosci,,23,3,7,0
7e89ebbb88f6dfd46a13fe987fbac0ae,17,motoryzacja,,8,1,119,0
d6e18a8c0742fb9fb401955a2dc7cae3,8,zwierzeta,,85,0,213,4
848e501443b1748b40ef209e6c4aacbe,9,motoryzacja,,90,4,112,1
176c81dceb515b3e4bb352534bcb927d,19,zwierzeta,,8,0,162,0
4bd1389d0da51ff497d6c596b05db256,16,dla-dzieci,rowery dla dzieci,2,0,0,0
44e6ef55cad82923fc054dd9f6d6b4cb,21,nieruchomosci,,3,0,133,0
6266348e230389cecb8efe75cb59835e,12,nieruchomosci,,23,0,24,5
2d9224026817f7e60e0105f9dc681264,9,zwierzeta,szczeniaki,1,0,5,0
78afe1950c8f5cdade5770ce58a98290,5,motoryzacja,sharan 4motion,12,0,31,1
edf79a762d3d0a8036f072edee36ef14,19,uslugi-firmy,farby proszkowe,2,0,7,0
b1c432fbdd93d94a86a0f173e0477bfb,19,motoryzacja,Audi 100,49,0,628,2
d6a1edf5dbf203f476b25532148938e2,9,motoryzacja,Owiewka zderzaka c5,1,0,0,0
6bfa61e7f8bc79cb75878660feced62f,17,dla-dzieci,,3,1,213,0
5e9e25242a3f1f7911b5d6a5fc9ac69a,20,elektronika,Philips,7,0,2202,0
c8fc6d1cdab069bcabc0cbf0aa85b5c1,10,dla-dzieci,wózek 3w1,25,0,94,1
6e09f2d610bbec61199a167e94d12a84,8,dom-ogrod,,2,0,12,0
3e7fa94a0c85f7f6f98d38f85201e073,20,moda,ramoneska zara,53,0,1454,2
507d251d884f782dda1d2719582a9a33,17,nieruchomosci,,120,0,229,5
1c03ec67bea90d8bc7c59e4dffc16351,8,motoryzacja,opel zafira a sanki,26,0,13,3
49861c6d84d002e982c345e604714e3d,18,nieruchomosci,,25,0,1,1
a4b984cff4e435e1aad4c6ef7e69755f,14,motoryzacja,,1,0,109,0
62b63d4c0357d47cd1c7ca88dcf91962,9,motoryzacja,,9,2,206,0
cfd3138b21c31997a2f6f930478fe10c,13,motoryzacja,radio samochodowe bluetooth,1,0,53,0
863b9fa8d2fdba64d71acd037884ed24,21,elektronika,,8,1,56,0
15fb3dcba5d6395b22ff6b9b2e98f800,23,zwierzeta,suczka,1,0,0,0
498253d580d4e873f9aa5be88ac19119,18,dom-ogrod,plac zabaw dla dzieci,51,0,75,4
f8f3afac24a99feae3b8e4bffd6cbb1b,11,oddam-za-darmo,,1,0,12,0
756d0dc7fa4e2d8b56965792d98214e9,15,motoryzacja,a4 b7,7,0,1042,0
139bf44d15100fecfa302d9c653d6447,11,motoryzacja,,7,2,1695,0
c84e2470e7f5fce25adacccb1c7457b5,10,motoryzacja,Piagio 400,2,0,0,0
0cf78ff39b52a527ae78ee92f352dbd7,21,dom-ogrod,kompresor 50l,29,0,188,1
2a0d7199a9377360e6ad5442c759b280,16,zwierzeta,,29,1,108,4
dc2d84fa735d5b47bb1eebfa6eaa1707,12,rolnictwo,jeczmien jary,1,1,4,0
d51a2cefb37370b1c78774d5d21a0e5c,8,nieruchomosci,,237,4,282,8
4f5c32430668ad2814682a8901128c11,21,praca,водій Польща,19,0,0,0
89a206b59eddff761e4e70724e2f132f,17,uslugi-firmy,tłumaczenie niemiecki,2,0,80,0
1aca1d22d0c0b52974cc0eeeb32c4989,10,elektronika,ps4,29,0,127,3
66a38db6e33cb9389911163114d26190,8,motoryzacja,,12,1,10,0
0b2fbeba88748b62f259929690d8a7d3,8,motoryzacja,passat b8,2,0,390,0
9661e8b9464716614358cbc9119a4c05,9,motoryzacja,a6 c7,3,1,22,0
ead2c625a9b4568153925e7739ea9070,15,nieruchomosci,,4,0,0,0
e3bf3c2218911176f4b798ad2b0a1fb0,15,praca,,11,0,46,3
e6c917e0c39481f93361509df161cfd3,20,dla-dzieci,furby boom,1,0,229,0
58f3627d056ef3e928a84afe641d8b2e,0,praca,,49,0,177,6
7bcf6841ac5e1cc6c735477addfa1d36,9,motoryzacja,4x114.3. 15,17,1,421,0
ca32e9e1e860ac55ff667b3b8e6b6055,22,elektronika,note 9,5,0,63,0
09991285a7c58ec9664a9af621c333cc,20,dla-dzieci,łóżko piętrowe,21,0,7,2
9628a7fbf8f84429f135dc04289c3581,19,praca,księgowa,18,0,162,4
0f49f1d372ada68bddd4a4dcbb83121e,8,dom-ogrod,piaskarka syfonowa,53,0,54,1
486d10e59c4741bb947b1ec8ecfa2e61,19,dom-ogrod,Folia  na tunel,8,0,44,0
be8d80dbf472b57b32a8697b450d95e6,4,uslugi-firmy,chip tuning,11,0,13,2
7bdbf84fb7b70a44bf9c2f618b563251,19,motoryzacja,audi a6 2012,15,0,300,1
c051aec00c10d7b5d95d083cb8593ad6,21,motoryzacja,bmv,1,0,1,0
debe18a8115735c80afc6cd3edbe8e81,7,dom-ogrod,kozły budowlane,87,0,14,6
1791b21e3917560c451bbfcb68087a8a,14,moda,kabaretki,9,0,512,1
bb00844fc660d5aa7602ee758a427135,5,motoryzacja,Cla,25,0,370,0
51aee7b9116465b663673a28f8a547b0,13,nieruchomosci,,2,0,6,0
0312f8f06f5c478a09f4f50601aee880,11,praca,,25,0,31,4
0ea76a270168c1f49c84c623037430ce,14,praca,,35,0,6,3
327b2fa558d8b0e405f5bef3de9937ff,12,moda,ogrodniczki ciążowe,2,0,137,0
db8beb272f11635a985ed146e5424fe2,7,motoryzacja,opony letnie 205 55 16,19,0,1761,2
cb2857343357829bfdcc2dea3c6dd2f9,5,motoryzacja,265 70 17,1,0,182,0
a8a3dbce8d098139c29c14dc4d458196,19,motoryzacja,,133,1,63,4
15bde8620653a5c4f684f605bead9e1c,20,motoryzacja,,1,0,2,0
f69345bb772e5611b010632a41b0746a,15,motoryzacja,,24,0,43,2
156071375a33ddd707e8a6ed9e4a2bc0,21,dom-ogrod,tanie,27,0,511,1
85104ae9f09fa3e0eb784bd92266bf61,8,motoryzacja,,1,3,1351,0
0e19a455852080d1063f8cdc0175fc55,17,motoryzacja,,24,1,79,0
bbe15f84c42b5bd37067ac2ede5c6896,16,nieruchomosci,ogródek rod,3,0,236,0
80153931f56df3e49f245657d823a2b0,13,motoryzacja,volvo,11,0,94,1
06067a047056ff234d0e95b9218d1904,5,oddam-za-darmo,,2,0,40,0
cab8923c4dbab6aa17b17e02cf7bd61b,14,dom-ogrod,"kabel 3x2,5",2,0,78,0
ff57b8230a831cd07ae9f411935f4391,11,dom-ogrod,panele podłogowe,17,0,11,2
1c8d5bbcca93498dea07bfe218774e4d,22,zwierzeta,,16,0,27,0
1844c9dfcc64591aeb38fbc1636f7ccf,20,rolnictwo,,15,0,36,1
fb7bfed731b75e864c69dd071ddb2b8d,20,motoryzacja,Accord v,13,0,100,0
b53543fb4569f8971485706e01b3ef94,20,motoryzacja,ducati diavel,18,0,18,0
f48de3b85d96116dc7e008a72874e03a,20,zwierzeta,pies pasterski,18,0,5,1
fdee3237085b14f0630aabcebf4ad2e9,14,motoryzacja,bmw,1,0,10,0
6a9c78e73b55c44d52c5dc8db418d15f,18,motoryzacja,Volvo xc 90,8,0,4486,0
d85d9afaab8e2cc513092209b7d7daed,17,nieruchomosci,pokój jednoosobowy,22,0,23,2
a6c5b52455e5361d29123beab490901a,7,rolnictwo,bigbag,16,0,333,1
4da38712df1f0d217a1fb7c752e61373,15,sport-hobby,koło tylnie26,1,0,0,0
cb0ecce628f4e68c88482d07780a1fda,3,motoryzacja,,67,2,40,0
e1b8aff56a9ce7bfcb55b1042c9c8f6b,17,praca,,1,0,21,0
9932b93919893516609cb10743a9a680,15,motoryzacja,Mondeo,7,0,977,0
e8fb29b9688f65814c0d224263fcbaf8,17,nieruchomosci,,10,1,119,0
51be0085e4faa814fea49ea709123c35,14,motoryzacja,6x4,19,0,656,1
d3a9ac7b4d66882f75f0e7b1630985e8,7,nieruchomosci,,3,0,4,0
84eb62df222dc61c5bec7e2477b712e3,20,motoryzacja,,4,0,5896,0
72516600d578b2045598de31732dc010,19,motoryzacja,,108,1,44,6
a3f40e40bde59117aa2955020f6509a5,6,motoryzacja,,81,2,1458,2
1327ccd8d3a59616ee6626c3760a0de8,8,praca,,88,1,70,7
f46a0e0abc424302e6b059724a646744,3,dom-ogrod,,1,0,506,0
be3f3b2f1a88acad00cf7726fb2ee219,8,dom-ogrod,,4,1,22,1
3a7c18d5464d26a41fe86ceceed9c5a1,11,sport-hobby,rower 20 unibike,12,0,8,2
45eef88761d0f82dcd63eb717c8598d1,20,dla-dzieci,wózek dla lalek,619,0,2393,12
022eef7dc682d5820e03413aa1c85a23,14,nieruchomosci,czeladź,1,0,14,0
0016209f9ad7696f9a4a95918e4c775e,22,motoryzacja,Rav 4 automat,9,0,12,0
54b35ebac134601c41b33e7f027328fd,12,dom-ogrod,,21,0,139,3
895d00e713e7ab8be75111662ecdb76f,16,motoryzacja,Zderzak  seat leon,1,1,8,0
575077248cf7c9dbd79a0203eced318c,18,rolnictwo,zgrabiarka karuzelowa Krone,4,0,18,0
a02a3fe8f4bdf5164459ae9068727905,18,motoryzacja,yamaha tdm 850,80,0,125,4
383c3f009b2c4f19a651339b387a0a0c,14,motoryzacja,audi a3 1.6 szary,24,0,94,1
a141472f038f2c7b97132ec549fbf890,19,motoryzacja,,11,2,6,1
76d71ec9bca9c46f4eb6e519b4cf4ba9,13,dla-dzieci,nino delfino,7,0,9,1
4b8991fafcbf899d47101c9dbe259443,9,praca,kosmetolog,5,0,27,0
e21c97eafa380238f059b00ff4b1e2f7,18,motoryzacja,185 15c,27,0,95,0
315ae9d933c5d031ad9758c0b9536094,14,motoryzacja,romet z one s,16,0,5,1
212950dcfc67b11dc4e0534c986b6079,8,dom-ogrod,narożnik skórzany,4,1,16,0
93963d548cd27bf610fdaeb830db6d80,16,dla-dzieci,tiulowe spódniczki,5,0,2459,1
891c61bbf9be122edc3177d9221e1799,23,nieruchomosci,,21,0,75,0
b82b2a467aa550dce4f26354ed02e459,7,nieruchomosci,,67,0,17,2
a671b18ef324ae8323c4020e993a0d0f,20,motoryzacja,passat b5,3,0,2,0
62604857db1a0aa3c41194f13653000e,5,nieruchomosci,,3,0,15,0
22c88f084f99bfb63fb98998cdc1beb1,19,motoryzacja,,4,1,7,0
0093b9eda5ceb8b8b855999caada27be,4,rolnictwo,chrzan,2,0,64,0
79dfd6dbdcf7786fec7afc2e8cff8727,7,praca,traktorzysta,1,0,3,0
28f55060ad8e96baa456b5dd2e3bdacf,18,motoryzacja,vw lt karoseria,92,0,656,15
b427a7e658a834aeaa035e36f192e7e5,6,praca,,5,1,13,1
a6c8a6ec39f67e14edb541091eb4bc8c,20,nieruchomosci,,66,0,24,5
94878b304bb63fcadbcb0cb38f8183a6,14,nieruchomosci,,99,3,105,5
64e55ebc1a8a5b0c791ae2ab03f93912,15,motoryzacja,,9,4,1,0
9aaa0a2e8030f53db7937ea41d55457f,20,motoryzacja,,5,2,672,0
2138de555eb70fd99870739744a84c91,10,motoryzacja,,172,1,127,12
d6da2b50e25a117c857b4d670535a481,7,motoryzacja,,37,4,191,3
c090bbe60ea3ade5922d0646a97ff366,16,praca,dom,1,0,757,0
ca5de78c74eed5f88e2196ce6c2ffc20,22,rolnictwo,,66,1,976,0
c4414622ebbd9ae65e19eb729430d8f0,16,elektronika,stacja dysków,1,0,86,0
27924cf0de282a6a3a5fc2e224afef77,15,dom-ogrod,regipsy,11,0,44,1
468378b5a9839104dfdefa7031baa8bb,20,dla-dzieci,kurtka wiosenna,2,0,201,0
fc647fc3823a5ebbcc629dbbe483a8b0,8,zwierzeta,rostowskie,7,0,56,0
681c333db856dde3b43cf7b4641925b9,12,nieruchomosci,Klecina,1,0,19,0
93aeb34d957f5a6fb21dd54545f8e119,18,sport-hobby,ciężarek,4,0,17,0
3917c2b5fdef70b56d48a9301d171a7b,4,motoryzacja,,2,1,97,0
c595d5777615872019a34ffebdbc6cee,12,dla-dzieci,Motor na akumulator,31,1,9,4
f26d70b0d3fe974100d5174edf4ec830,6,dla-dzieci,kompielówki chłopiece,1,1,1,0
fda5e062c6df32e4bf5714511cd2d063,12,muzyka-edukacja,filmy dvd,21,0,11,4
b5c1cce25eb5d119464c9ffcb9c14c3a,14,nieruchomosci,,13,1,18,1
4d0012e2de6bbdb771aae3633184a307,19,moda,clarins,5,0,1660,1
91b5e77fca8ac2887ff8b5c3013daba1,21,motoryzacja,,25,0,92,0
daffb0bd20ba5e9bdd34402f79223c99,19,motoryzacja,audi 80 cabrio fotele,9,0,6,1
950797396861adfabb96878aa4688ed5,5,zwierzeta,bokser,28,0,31,1
68755b790339a98129b61e6bf633d612,10,motoryzacja,,295,2,233,13
1fa7cccec9caeb0a900706f582986793,16,rolnictwo,,13,1,214,2
1aa814a71fb312173eb1e8d80810431a,14,motoryzacja,,15,5,15,1
da290dea60137f7b96e7a0ecf8f496c5,14,praca,,8,0,15,3
75b738b128fcaaca6d0f8b6b92ac75ef,12,uslugi-firmy,meble biurowe,50,0,27,0
6655ee19b59eb52f8ca10b903e98a076,9,moda,półbuty,9,1,6,0
0f56da3a3c1cf847234d3cf9b19fe466,7,zwierzeta,niemiecki krótkowłosy,39,0,95,2
1c9539b330983854a8b6790523daa5d0,5,uslugi-firmy,,50,1,12,7
2e30b05456bb3284456f57002bbaad4f,13,motoryzacja,vivaro 2.5,83,0,51,0
bfc3a8254f68a6b4cff237c910e5fdfe,6,motoryzacja,caddy,14,0,641,1
042ee77f7a5900e1638ddf8dd66b9c9b,6,moda,fm,3,0,1130,0
189060874dd84f274fe128f54325225d,9,dom-ogrod,brama wjazdowa,21,0,21,0
daa8b39f97d363f67fa45ee7d0364ca5,4,motoryzacja,nowe zaslony,5,0,39,0
e3c0c3e0e59a161aaec5e9385ebede36,7,motoryzacja,,185,0,1499,4
