respid,cluster,locality,gmina,woj,gender,age,status,status_detail
6099,469,4,1661011,8,1,58,0,2
6101,470,4,1661011,8,1,58,0,3
6104,470,4,1661011,8,1,58,0,2
6106,470,4,1661011,8,1,58,0,3
6109,470,4,1661011,8,1,58,0,3
6110,470,4,1661011,8,1,58,0,2
6112,470,4,1661011,8,1,58,0,3
6114,471,4,1661011,8,1,58,0,2
6115,471,4,1661011,8,1,58,0,2
6116,471,4,1661011,8,1,58,0,3
6119,471,4,1661011,8,1,58,0,2
6120,471,4,1661011,8,1,58,0,3
6121,471,4,1661011,8,1,58,0,3
6122,471,4,1661011,8,1,58,0,3
6123,471,4,1661011,8,1,58,0,2
6124,471,4,1661011,8,0,38,0,2
6125,471,4,1661011,8,0,38,0,3
6127,472,4,1661011,8,0,38,0,2
6128,472,4,1661011,8,0,38,0,3
6129,472,4,1661011,8,0,38,0,3
6130,472,4,1661011,8,0,38,0,2
6131,472,4,1661011,8,0,38,0,2
6132,472,4,1661011,8,0,38,0,2
6133,472,4,1661011,8,0,38,0,3
6135,472,4,1661011,8,0,38,0,2
6136,472,4,1661011,8,0,38,0,2
5918,456,1,1603062,8,0,63,1,1
5919,456,1,1603062,8,0,63,1,1
5923,456,1,1603062,8,0,63,1,1
5927,456,1,1603062,8,0,63,1,1
5928,456,1,1603062,8,0,63,1,1
5916,455,1,1603062,8,0,63,0,3
5917,455,1,1603062,8,0,63,0,2
5920,456,1,1603062,8,0,63,0,3
5921,456,1,1603062,8,0,63,0,3
5922,456,1,1603062,8,0,63,0,2
5924,456,1,1603062,8,0,63,0,3
5864,451,1,1603062,8,0,64,0,2
5865,451,1,1603062,8,0,64,0,2
5866,452,1,1603062,8,0,64,0,2
5867,452,1,1603062,8,0,64,0,2
5868,452,1,1603062,8,0,64,0,2
5869,452,1,1603062,8,0,64,0,2
5870,452,1,1603062,8,0,64,0,2
5871,452,1,1603062,8,0,64,0,2
6086,468,1,1611065,8,1,58,1,1
6087,469,1,1611065,8,1,58,1,1
6088,469,1,1611065,8,1,58,1,1
6092,469,1,1611065,8,1,58,1,1
6085,468,1,1611065,8,1,58,0,3
6089,469,1,1611065,8,1,58,0,2
6090,469,1,1611065,8,1,58,0,3
6091,469,1,1611065,8,1,58,0,2
6093,469,1,1611065,8,1,58,0,3
6094,469,1,1611065,8,1,58,0,3
6095,469,1,1611065,8,1,58,0,2
6096,469,1,1611065,8,1,58,0,3
6097,469,1,1611065,8,1,58,0,2
6064,467,2,1611054,8,1,58,1,1
6066,467,2,1611054,8,1,58,1,1
6071,467,2,1611054,8,1,58,1,1
6059,466,2,1611054,8,1,58,0,2
6060,466,2,1611054,8,1,58,0,2
6061,467,2,1611054,8,1,58,0,2
6062,467,2,1611054,8,1,58,0,3
6063,467,2,1611054,8,1,58,0,2
6065,467,2,1611054,8,1,58,0,3
6067,467,2,1611054,8,1,58,0,3
6068,467,2,1611054,8,1,58,0,2
6069,467,2,1611054,8,1,58,0,2
6070,467,2,1611054,8,1,58,0,3
6073,467,2,1611064,8,1,58,1,1
6075,468,2,1611064,8,1,58,1,1
6076,468,2,1611064,8,1,58,1,1
6082,468,2,1611064,8,1,58,1,1
6072,467,2,1611064,8,1,58,0,3
6074,468,2,1611064,8,1,58,0,2
6077,468,2,1611064,8,1,58,0,3
6078,468,2,1611064,8,1,58,0,3
6079,468,2,1611064,8,1,58,0,2
6080,468,2,1611064,8,1,58,0,2
6081,468,2,1611064,8,1,58,0,2
6083,468,2,1611064,8,1,58,0,3
6084,468,2,1611064,8,1,58,0,2
6022,464,1,1608035,8,1,58,1,1
6023,464,1,1608035,8,1,58,1,1
6024,464,1,1608035,8,1,58,1,1
6027,464,1,1608035,8,1,58,1,1
6029,464,1,1608035,8,1,58,1,1
6031,464,1,1608035,8,1,58,1,1
6020,463,1,1608035,8,1,58,0,3
6021,463,1,1608035,8,1,58,0,2
6025,464,1,1608035,8,1,58,0,3
6026,464,1,1608035,8,1,58,0,3
6028,464,1,1608035,8,1,58,0,2
6030,464,1,1608035,8,1,58,0,3
6032,464,1,1608035,8,1,58,0,3
6424,494,1,1813022,9,1,64,1,1
6426,495,1,1813022,9,1,64,1,1
6427,495,1,1813022,9,1,64,1,1
6431,495,1,1813022,9,1,64,1,1
6432,495,1,1813022,9,1,64,1,1
6434,495,1,1813022,9,1,64,1,1
6423,494,1,1813022,9,1,64,0,2
6428,495,1,1813022,9,1,64,0,3
6429,495,1,1813022,9,1,64,0,3
6430,495,1,1813022,9,1,64,0,2
6433,495,1,1813022,9,1,64,0,2
6435,495,1,1813022,9,1,64,0,2
6268,482,1,1805055,9,0,43,1,1
6269,483,1,1805055,9,0,43,1,1
6271,483,1,1805055,9,0,43,1,1
6272,483,1,1805055,9,0,43,1,1
6274,483,1,1805055,9,0,43,1,1
6275,483,1,1805055,9,0,43,1,1
6276,483,1,1805055,9,0,43,1,1
6267,482,1,1805055,9,0,43,0,3
6270,483,1,1805055,9,0,43,0,2
6273,483,1,1805055,9,0,43,0,2
6277,483,1,1805055,9,0,43,0,2
6278,483,1,1805055,9,0,43,0,2
6279,483,1,1805055,9,0,43,0,3
6540,503,1,1816145,9,1,64,1,1
6541,503,1,1816145,9,1,64,1,1
6542,504,1,1816145,9,1,64,1,1
6543,504,1,1816145,9,1,64,1,1
6544,504,1,1816145,9,1,64,1,1
6545,504,1,1816145,9,1,64,1,1
6546,504,1,1816145,9,1,64,0,2
6547,504,1,1816145,9,1,64,0,2
6548,504,1,1816145,9,1,64,0,2
6549,504,1,1816145,9,1,64,0,3
6550,504,1,1816145,9,1,64,0,2
6551,504,1,1816145,9,1,64,0,3
6552,504,1,1816145,9,1,64,0,2
6515,501,1,1815045,9,0,65,1,1
6517,502,1,1815045,9,0,65,1,1
6519,502,1,1815045,9,0,65,1,1
6520,502,1,1815045,9,0,65,1,1
6521,502,1,1815045,9,0,65,1,1
6523,502,1,1815045,9,0,65,1,1
6524,502,1,1815045,9,0,65,1,1
6514,501,1,1815045,9,0,65,0,2
6516,502,1,1815045,9,0,65,0,3
6518,502,1,1815045,9,0,65,0,3
6522,502,1,1815045,9,1,58,0,2
6525,502,1,1815045,9,1,58,0,2
6526,502,1,1815045,9,1,58,0,2
6319,486,1,1807092,9,0,75,1,1
6320,486,1,1807092,9,0,75,1,1
6321,487,1,1807092,9,0,75,1,1
6323,487,1,1807092,9,0,75,1,1
6328,487,1,1807092,9,0,75,1,1
6322,487,1,1807092,9,0,75,0,3
6324,487,1,1807092,9,0,75,0,2
6325,487,1,1807092,9,0,75,0,3
6326,487,1,1807092,9,0,75,0,2
6327,487,1,1807092,9,0,75,0,2
6329,487,1,1807092,9,0,75,0,3
6330,487,1,1807092,9,0,75,0,3
6331,487,1,1807092,9,0,75,0,2
6163,474,1,1803032,9,0,60,1,1
6164,474,1,1803032,9,0,60,1,1
6167,475,1,1803032,9,0,60,1,1
6168,475,1,1803032,9,0,60,1,1
6169,475,1,1803032,9,0,60,1,1
6170,475,1,1803032,9,0,60,1,1
6171,475,1,1803032,9,0,60,1,1
6174,475,1,1803032,9,0,60,1,1
6175,475,1,1803032,9,0,60,1,1
6165,475,1,1803032,9,0,60,0,3
6137,472,3,1803011,9,0,60,1,1
6139,473,3,1803011,9,0,60,1,1
6140,473,3,1803011,9,0,60,1,1
6143,473,3,1803011,9,0,60,1,1
6144,473,3,1803011,9,0,60,1,1
6145,473,3,1803011,9,0,60,1,1
6147,473,3,1803011,9,0,60,1,1
6149,473,3,1803011,9,0,60,1,1
6138,472,3,1803011,9,0,60,0,2
6141,473,3,1803011,9,0,60,0,3
6142,473,3,1803011,9,0,60,0,3
6436,495,1,1813032,9,1,28,1,1
6437,495,1,1813032,9,1,28,1,1
6439,496,1,1813032,9,1,28,1,1
6441,496,1,1813032,9,1,28,1,1
6438,496,1,1813032,9,1,28,0,3
6440,496,1,1813032,9,1,28,0,3
6442,496,1,1813032,9,1,28,0,2
6443,496,1,1813032,9,1,28,0,2
6444,496,1,1813032,9,1,28,0,3
6445,496,1,1813032,9,1,28,0,2
6446,496,1,1813032,9,1,28,0,2
6447,496,1,1813032,9,1,28,0,2
6448,496,1,1813032,9,1,28,0,2
6605,508,1,1819022,9,0,75,1,1
6606,508,1,1819022,9,0,75,1,1
6608,509,1,1819022,9,0,75,1,1
6609,509,1,1819022,9,0,75,1,1
6610,509,1,1819022,9,0,75,1,1
6615,509,1,1819022,9,0,75,1,1
6616,509,1,1819022,9,0,75,1,1
6617,509,1,1819022,9,0,75,1,1
6607,509,1,1819022,9,0,75,0,3
6611,509,1,1819022,9,0,75,0,3
6612,509,1,1819022,9,0,75,0,3
6613,509,1,1819022,9,0,75,0,2
6620,510,1,1819022,9,0,75,1,1
6621,510,1,1819022,9,0,75,1,1
6622,510,1,1819022,9,0,75,1,1
6623,510,1,1819022,9,0,75,1,1
6624,510,1,1819022,9,0,75,1,1
6625,510,1,1819022,9,0,75,1,1
6626,510,1,1819022,9,0,75,1,1
6628,510,1,1819022,9,0,75,1,1
6618,509,1,1819022,9,0,75,0,2
6619,509,1,1819022,9,0,75,0,3
6627,510,1,1819022,9,0,75,0,2
6629,510,1,1819022,9,0,75,0,2
6177,475,1,1803032,9,0,60,1,1
6178,476,1,1803032,9,0,60,1,1
6180,476,1,1803032,9,0,60,1,1
6181,476,1,1803032,9,0,60,1,1
6182,476,1,1803032,9,0,60,1,1
6186,476,1,1803032,9,0,60,1,1
6188,476,1,1803032,9,0,60,1,1
6176,475,1,1803032,9,0,60,0,3
6179,476,1,1803032,9,0,60,0,3
6184,476,1,1803032,9,0,60,0,3
6185,476,1,1803032,9,0,60,0,3
6187,476,1,1803032,9,0,60,0,2
6202,477,3,1804011,9,0,65,1,1
6204,478,3,1804011,9,0,65,1,1
6208,478,3,1804011,9,0,65,1,1
6211,478,3,1804011,9,0,65,1,1
6213,478,3,1804011,9,0,65,1,1
6228,479,3,1804011,9,0,65,1,1
6203,477,3,1804011,9,0,65,0,3
6205,478,3,1804011,9,0,65,0,2
6206,478,3,1804011,9,0,65,0,2
6207,478,3,1804011,9,0,65,0,3
6209,478,3,1804011,9,0,65,0,3
6210,478,3,1804011,9,0,65,0,2
6212,478,3,1804011,9,1,64,0,3
6214,478,3,1804011,9,0,65,0,2
6242,480,3,1805011,9,0,43,1,1
6245,481,3,1805011,9,0,43,1,1
6249,481,3,1805011,9,0,43,1,1
6253,481,3,1805011,9,0,43,1,1
6241,480,3,1805011,9,0,43,0,2
6243,481,3,1805011,9,0,43,0,2
6244,481,3,1805011,9,0,43,0,3
6246,481,3,1805011,9,0,43,0,2
6248,481,3,1805011,9,0,43,0,2
6250,481,3,1805011,9,0,43,0,3
6251,481,3,1805011,9,0,43,0,3
6252,481,3,1805011,9,0,43,0,2
6192,477,1,1803052,9,0,43,1,1
6196,477,1,1803052,9,0,43,1,1
6197,477,1,1803052,9,0,43,1,1
6200,477,1,1803052,9,0,43,1,1
6189,476,1,1803052,9,0,43,0,3
6190,476,1,1803052,9,0,43,0,2
6191,477,1,1803052,9,0,43,0,2
6193,477,1,1803052,9,0,43,0,3
6194,477,1,1803052,9,0,43,0,2
6195,477,1,1803052,9,0,43,0,2
6198,477,1,1803052,9,0,43,0,2
6199,477,1,1803052,9,0,43,0,3
6201,477,1,1803052,9,0,43,0,3
6490,500,2,1814054,9,0,65,1,1
6493,500,2,1814054,9,0,65,1,1
6494,500,2,1814054,9,0,65,1,1
6499,500,2,1814054,9,0,65,1,1
6488,499,2,1814054,9,0,65,0,3
6489,499,2,1814054,9,0,65,0,2
6491,500,2,1814054,9,0,65,0,2
6492,500,2,1814054,9,0,65,0,3
6495,500,2,1814054,9,0,65,0,2
6496,500,2,1814054,9,1,64,0,2
6497,500,2,1814054,9,1,64,0,2
6498,500,2,1814054,9,1,64,0,2
6500,500,2,1814054,9,1,64,0,2
6254,481,2,1805054,9,0,43,1,1
6257,482,2,1805054,9,0,43,1,1
6261,482,2,1805054,9,0,43,1,1
6262,482,2,1805054,9,0,43,1,1
6264,482,2,1805054,9,0,43,1,1
6265,482,2,1805054,9,0,43,1,1
6255,481,2,1805054,9,0,43,0,3
6256,482,2,1805054,9,0,43,0,3
6258,482,2,1805054,9,0,43,0,3
6259,482,2,1805054,9,0,43,0,3
6260,482,2,1805054,9,0,43,0,3
6263,482,2,1805054,9,0,43,0,3
6266,482,2,1805054,9,0,43,0,2
6306,485,1,1807062,9,0,75,1,1
6307,485,1,1807062,9,0,75,1,1
6310,486,1,1807062,9,0,75,1,1
6311,486,1,1807062,9,0,75,1,1
6313,486,1,1807062,9,0,75,1,1
6314,486,1,1807062,9,0,75,1,1
6316,486,1,1807062,9,0,75,1,1
6308,486,1,1807062,9,0,75,0,3
6309,486,1,1807062,9,0,75,0,2
6312,486,1,1807062,9,0,75,0,2
6315,486,1,1807062,9,0,75,0,3
6317,486,1,1807062,9,0,75,0,3
6318,486,1,1807062,9,0,75,0,2
6671,513,3,1861011,9,0,75,1,1
6673,514,3,1861011,9,0,75,1,1
6675,514,3,1861011,9,0,75,1,1
6678,514,3,1861011,9,0,75,1,1
6679,514,3,1861011,9,0,75,1,1
6670,513,3,1861011,9,0,75,0,3
6672,514,3,1861011,9,0,75,0,2
6674,514,3,1861011,9,0,75,0,3
6676,514,3,1861011,9,0,75,0,3
6677,514,3,1861011,9,0,75,0,3
6680,514,3,1861011,9,0,75,0,3
6681,514,3,1861011,9,0,75,0,2
6682,514,3,1861011,9,0,75,0,3
6332,487,2,1808011,9,1,64,1,1
6333,487,2,1808011,9,1,64,1,1
6334,488,2,1808011,9,1,64,1,1
6336,488,2,1808011,9,1,64,1,1
6337,488,2,1808011,9,1,64,1,1
6338,488,2,1808011,9,1,64,1,1
6340,488,2,1808011,9,1,64,1,1
6344,488,2,1808011,9,1,64,1,1
6335,488,2,1808011,9,1,64,0,3
6339,488,2,1808011,9,1,64,0,3
6341,488,2,1808011,9,1,64,0,3
6342,488,2,1808011,9,1,64,0,2
6343,488,2,1808011,9,1,64,0,3
6293,484,1,1807035,9,0,59,1,1
6294,484,1,1807035,9,0,59,1,1
6295,485,1,1807035,9,0,59,1,1
6297,485,1,1807035,9,0,59,1,1
6298,485,1,1807035,9,0,59,1,1
6299,485,1,1807035,9,0,59,1,1
6301,485,1,1807035,9,0,59,1,1
6303,485,1,1807035,9,0,59,1,1
6305,485,1,1807035,9,0,59,1,1
6296,485,1,1807035,9,0,59,0,2
6300,485,1,1807035,9,0,59,0,3
6302,485,1,1807035,9,0,59,0,2
6304,485,1,1807035,9,0,59,0,2
6742,519,1,1816035,9,1,49,1,1
6386,492,1,1811022,9,0,60,1,1
6389,492,1,1811022,9,0,60,1,1
6390,492,1,1811022,9,0,60,1,1
6391,492,1,1811022,9,0,60,1,1
6395,492,1,1811022,9,0,60,1,1
6396,492,1,1811022,9,0,60,1,1
6384,491,1,1811022,9,0,60,0,3
6385,491,1,1811022,9,0,60,0,3
6387,492,1,1811022,9,0,60,0,3
6388,492,1,1811022,9,0,60,0,2
6392,492,1,1811022,9,0,60,0,3
6393,492,1,1811022,9,0,60,0,2
6462,497,1,1813072,9,0,65,1,1
6466,498,1,1813072,9,0,65,1,1
6468,498,1,1813072,9,0,65,1,1
6469,498,1,1813072,9,0,65,1,1
6471,498,1,1813072,9,1,64,1,1
6472,498,1,1813072,9,0,65,1,1
6474,498,1,1813072,9,1,64,1,1
6463,497,1,1813072,9,0,65,0,3
6464,498,1,1813072,9,0,65,0,3
6465,498,1,1813072,9,0,65,0,2
6467,498,1,1813072,9,0,65,0,3
6470,498,1,1813072,9,1,64,0,2
6473,498,1,1813072,9,1,64,0,2
6449,496,1,1813062,9,1,28,1,1
6450,496,1,1813062,9,1,28,1,1
6451,497,1,1813062,9,1,28,1,1
6461,497,1,1813062,9,1,28,1,1
6452,497,1,1813062,9,1,28,0,3
6453,497,1,1813062,9,1,28,0,2
6454,497,1,1813062,9,1,28,0,2
6455,497,1,1813062,9,1,28,0,3
6456,497,1,1813062,9,1,28,0,3
6457,497,1,1813062,9,1,28,0,3
6458,497,1,1813062,9,1,28,0,2
6459,497,1,1813062,9,1,28,0,2
6460,497,1,1813062,9,1,28,0,2
6358,489,3,1811011,9,1,58,1,1
6359,489,3,1811011,9,1,58,1,1
6360,490,3,1811011,9,1,58,1,1
6361,490,3,1811011,9,1,58,1,1
6363,490,3,1811011,9,1,58,1,1
6377,491,3,1811011,9,0,60,1,1
6383,491,3,1811011,9,0,60,1,1
6394,492,3,1811011,9,0,60,1,1
6362,490,3,1811011,9,1,58,0,2
6364,490,3,1811011,9,1,58,0,3
6365,490,3,1811011,9,1,58,0,2
6366,490,3,1811011,9,1,58,0,2
6367,490,3,1811011,9,1,58,0,2
6368,490,3,1811011,9,1,58,0,2
6369,490,3,1811011,9,1,58,0,2
6370,490,3,1811011,9,1,58,0,2
6371,490,3,1811011,9,0,60,0,3
6372,490,3,1811011,9,0,60,0,3
6373,491,3,1811011,9,0,60,0,3
6374,491,3,1811011,9,0,60,0,2
6375,491,3,1811011,9,0,60,0,3
6376,491,3,1811011,9,0,60,0,3
6378,491,3,1811011,9,0,60,0,2
6379,491,3,1811011,9,0,60,0,2
6380,491,3,1811011,9,0,60,0,2
6381,491,3,1811011,9,0,60,0,2
6382,491,3,1811011,9,0,60,0,3
6528,502,1,1816035,9,1,64,1,1
6529,503,1,1816035,9,1,64,1,1
6532,503,1,1816035,9,1,64,1,1
6535,503,1,1816035,9,1,64,1,1
6536,503,1,1816035,9,1,64,1,1
6538,503,1,1816035,9,1,64,1,1
6527,502,1,1816035,9,1,64,0,2
6530,503,1,1816035,9,1,64,0,3
6531,503,1,1816035,9,1,64,0,2
6533,503,1,1816035,9,1,64,0,3
6534,503,1,1816035,9,1,64,0,3
6537,503,1,1816035,9,1,64,0,3
6539,503,1,1816035,9,1,64,0,2
6658,512,1,1821052,9,0,59,1,1
6660,513,1,1821052,9,0,59,1,1
6664,513,1,1821052,9,0,59,1,1
6669,513,1,1821052,9,0,59,1,1
6657,512,1,1821052,9,0,59,0,2
6659,513,1,1821052,9,0,59,0,3
6661,513,1,1821052,9,0,59,0,2
6662,513,1,1821052,9,0,59,0,2
6663,513,1,1821052,9,0,59,0,2
6665,513,1,1821052,9,0,59,0,3
6666,513,1,1821052,9,0,59,0,2
6667,513,1,1821052,9,0,59,0,3
6668,513,1,1821052,9,0,59,0,2
6684,514,3,1862011,9,1,28,1,1
6688,515,3,1862011,9,1,28,1,1
6693,515,3,1862011,9,1,28,1,1
6683,514,3,1862011,9,1,28,0,2
6685,515,3,1862011,9,1,28,0,3
6686,515,3,1862011,9,1,28,0,3
6687,515,3,1862011,9,1,28,0,3
6689,515,3,1862011,9,1,28,0,2
6690,515,3,1862011,9,1,28,0,3
6691,515,3,1862011,9,1,28,0,2
6692,515,3,1862011,9,1,28,0,2
6694,515,3,1862011,9,1,28,0,2
6695,515,3,1862011,9,1,28,0,3
6475,498,2,1814011,9,1,49,1,1
6476,498,2,1814011,9,1,49,1,1
6478,499,2,1814011,9,1,49,1,1
6479,499,2,1814011,9,1,49,1,1
6480,499,2,1814011,9,1,49,1,1
6482,499,2,1814011,9,1,49,1,1
6487,499,2,1814011,9,1,49,1,1
6477,499,2,1814011,9,1,49,0,2
6481,499,2,1814011,9,1,49,0,3
6483,499,2,1814011,9,1,49,0,2
6484,499,2,1814011,9,1,49,0,3
6485,499,2,1814011,9,1,49,0,3
6486,499,2,1814011,9,1,49,0,2
6502,500,2,1815034,9,1,58,1,1
6504,501,2,1815034,9,1,58,1,1
6506,501,2,1815034,9,1,58,1,1
6509,501,2,1815034,9,1,58,1,1
6511,501,2,1815034,9,1,58,1,1
6501,500,2,1815034,9,1,58,0,3
6503,501,2,1815034,9,1,58,0,2
6505,501,2,1815034,9,1,58,0,3
6507,501,2,1815034,9,1,58,0,2
6508,501,2,1815034,9,1,58,0,3
6510,501,2,1815034,9,1,58,0,3
6512,501,2,1815034,9,1,58,0,2
6513,501,2,1815034,9,1,58,0,3
6410,493,2,1812064,9,1,64,1,1
6411,493,2,1812064,9,1,64,0,2
6412,494,2,1812064,9,1,64,0,2
6413,494,2,1812064,9,1,64,0,3
6414,494,2,1812064,9,1,64,0,2
6415,494,2,1812064,9,1,64,0,2
6416,494,2,1812064,9,1,64,0,3
6417,494,2,1812064,9,1,64,0,3
6418,494,2,1812064,9,1,64,0,3
6419,494,2,1812064,9,1,64,0,2
6420,494,2,1812064,9,1,64,0,3
6421,494,2,1812064,9,1,64,0,2
6422,494,2,1812064,9,1,64,0,2
6398,492,1,1811052,9,0,60,1,1
6400,493,1,1811052,9,0,60,1,1
6401,493,1,1811052,9,0,60,1,1
6403,493,1,1811052,9,0,60,1,1
6404,493,1,1811052,9,0,60,1,1
6405,493,1,1811052,9,0,60,1,1
6406,493,1,1811052,9,0,60,1,1
6408,493,1,1811052,9,0,60,1,1
6409,493,1,1811052,9,0,60,1,1
6397,492,1,1811052,9,0,60,0,3
6399,493,1,1811052,9,0,60,0,3
6402,493,1,1811052,9,0,60,0,2
6183,476,4,1863011,9,0,60,1,1
6697,515,4,1863011,9,1,49,1,1
6698,516,4,1863011,9,1,49,1,1
6699,516,4,1863011,9,1,49,1,1
6700,516,4,1863011,9,1,49,1,1
6703,516,4,1863011,9,1,49,1,1
6704,516,4,1863011,9,1,49,1,1
6706,516,4,1863011,9,1,49,1,1
6708,516,4,1863011,9,1,49,1,1
6709,516,4,1863011,9,1,58,1,1
6710,516,4,1863011,9,1,58,1,1
6711,517,4,1863011,9,1,58,1,1
6714,517,4,1863011,9,1,58,1,1
6717,517,4,1863011,9,1,58,1,1
6719,517,4,1863011,9,1,58,1,1
6722,517,4,1863011,9,1,49,1,1
6724,518,4,1863011,9,1,49,1,1
6725,518,4,1863011,9,1,49,1,1
6729,518,4,1863011,9,1,49,1,1
6732,518,4,1863011,9,1,49,1,1
6737,519,4,1863011,9,1,49,1,1
6739,519,4,1863011,9,1,49,1,1
6740,519,4,1863011,9,1,49,1,1
6741,519,4,1863011,9,1,49,1,1
6743,519,4,1863011,9,1,49,1,1
6746,519,4,1863011,9,1,49,1,1
6696,515,4,1863011,9,1,49,0,2
6701,516,4,1863011,9,1,49,0,3
6702,516,4,1863011,9,1,49,0,2
6705,516,4,1863011,9,1,49,0,3
6707,516,4,1863011,9,1,49,0,3
6712,517,4,1863011,9,1,58,0,2
6713,517,4,1863011,9,1,58,0,3
6715,517,4,1863011,9,1,58,0,3
6716,517,4,1863011,9,1,58,0,3
6718,517,4,1863011,9,1,58,0,2
6720,517,4,1863011,9,1,58,0,2
6721,517,4,1863011,9,1,49,0,2
6723,517,4,1863011,9,1,49,0,3
6726,518,4,1863011,9,1,49,0,3
6727,518,4,1863011,9,1,49,0,3
6728,518,4,1863011,9,1,49,0,3
6730,518,4,1863011,9,1,49,0,3
6731,518,4,1863011,9,1,49,0,3
6733,518,4,1863011,9,1,49,0,2
6734,518,4,1863011,9,1,49,0,2
6735,518,4,1863011,9,1,49,0,3
6736,518,4,1863011,9,1,49,0,3
6738,519,4,1863011,9,1,49,0,2
6744,519,4,1863011,9,1,49,0,3
6745,519,4,1863011,9,1,49,0,2
6747,519,4,1863011,9,1,58,0,2
6555,505,3,1817011,9,0,59,1,1
6556,505,3,1817011,9,0,59,1,1
6562,505,3,1817011,9,0,59,1,1
6553,504,3,1817011,9,0,59,0,2
6554,504,3,1817011,9,0,59,0,3
6557,505,3,1817011,9,0,59,0,2
6558,505,3,1817011,9,0,59,0,2
6559,505,3,1817011,9,0,59,0,3
6560,505,3,1817011,9,0,59,0,3
6561,505,3,1817011,9,0,59,0,2
6563,505,3,1817011,9,0,59,0,2
6564,505,3,1817011,9,0,59,0,2
6565,505,3,1817011,9,0,59,0,3
6151,473,1,1803025,9,0,43,1,1
6155,474,1,1803025,9,0,43,1,1
6160,474,1,1803025,9,0,43,1,1
6162,474,1,1803025,9,0,43,1,1
6150,473,1,1803025,9,0,43,0,3
6152,474,1,1803025,9,0,43,0,3
6153,474,1,1803025,9,0,43,0,3
6154,474,1,1803025,9,0,43,0,3
6156,474,1,1803025,9,0,43,0,3
6157,474,1,1803025,9,0,43,0,2
6158,474,1,1803025,9,0,43,0,3
6159,474,1,1803025,9,0,43,0,3
6161,474,1,1803025,9,0,43,0,3
6644,511,1,1820022,9,0,65,1,1
6646,512,1,1820022,9,0,65,1,1
6648,512,1,1820022,9,0,65,1,1
6649,512,1,1820022,9,0,65,1,1
6650,512,1,1820022,9,0,65,1,1
6651,512,1,1820022,9,0,65,1,1
6655,512,1,1820022,9,0,65,1,1
6645,511,1,1820022,9,0,65,0,3
6647,512,1,1820022,9,0,65,0,3
6652,512,1,1820022,9,0,65,0,2
6653,512,1,1820022,9,0,65,0,3
6654,512,1,1820022,9,0,65,0,2
6656,512,1,1820022,9,0,65,0,2
6215,478,1,1804082,9,0,65,1,1
6217,479,1,1804082,9,0,65,1,1
6218,479,1,1804082,9,0,65,1,1
6220,479,1,1804082,9,0,65,1,1
6221,479,1,1804082,9,0,65,1,1
6222,479,1,1804082,9,0,65,1,1
6224,479,1,1804082,9,0,65,1,1
6226,479,1,1804082,9,0,65,1,1
6216,478,1,1804082,9,0,65,0,3
6219,479,1,1804082,9,0,65,0,3
6223,479,1,1804082,9,0,65,0,2
6225,479,1,1804082,9,0,65,0,2
6227,479,1,1804082,9,0,65,0,2
6595,508,3,1818011,9,1,58,1,1
6597,508,3,1818011,9,1,58,1,1
6599,508,3,1818011,9,1,58,1,1
6600,508,3,1818011,9,1,58,1,1
6604,508,3,1818011,9,1,58,1,1
6592,507,3,1818011,9,1,58,0,2
6593,507,3,1818011,9,1,58,0,3
6594,508,3,1818011,9,1,58,0,3
6596,508,3,1818011,9,1,58,0,2
6598,508,3,1818011,9,1,58,0,2
6601,508,3,1818011,9,1,58,0,2
6602,508,3,1818011,9,1,58,0,3
6603,508,3,1818011,9,1,58,0,2
6633,511,2,1819044,9,1,49,1,1
6635,511,2,1819044,9,1,49,1,1
6636,511,2,1819044,9,1,49,1,1
6637,511,2,1819044,9,1,49,1,1
6638,511,2,1819044,9,1,49,1,1
6641,511,2,1819044,9,1,49,1,1
6642,511,2,1819044,9,1,49,1,1
6631,510,2,1819044,9,1,49,0,3
6632,510,2,1819044,9,1,49,0,3
6634,511,2,1819044,9,1,49,0,2
6639,511,2,1819044,9,1,49,0,3
6640,511,2,1819044,9,1,49,0,3
6643,511,2,1819044,9,1,49,0,2
6229,479,1,1804112,9,0,65,1,1
6230,480,1,1804112,9,0,65,1,1
6233,480,1,1804112,9,0,65,1,1
6235,480,1,1804112,9,1,64,1,1
6238,480,1,1804112,9,1,64,1,1
6239,480,1,1804112,9,0,65,1,1
6231,480,1,1804112,9,0,65,0,3
6232,480,1,1804112,9,0,65,0,2
6234,480,1,1804112,9,0,65,0,3
6236,480,1,1804112,9,0,65,0,3
6237,480,1,1804112,9,0,65,0,2
6240,480,1,1804112,9,0,65,0,3
6748,519,3,1864011,9,1,49,1,1
6749,519,3,1864011,9,1,49,1,1
6750,520,3,1864011,9,1,49,1,1
6751,520,3,1864011,9,1,49,1,1
6752,520,3,1864011,9,1,49,1,1
6753,520,3,1864011,9,1,49,1,1
6754,520,3,1864011,9,1,49,1,1
6759,520,3,1864011,9,1,49,1,1
6755,520,3,1864011,9,1,49,0,2
6756,520,3,1864011,9,1,49,0,3
6757,520,3,1864011,9,1,49,0,3
6758,520,3,1864011,9,1,49,0,2
6760,520,3,1864011,9,1,49,0,3
6282,484,1,1806062,9,0,65,1,1
6285,484,1,1806062,9,0,65,1,1
6289,484,1,1806062,9,0,65,1,1
6280,483,1,1806062,9,0,65,0,3
6281,483,1,1806062,9,0,65,0,3
6283,484,1,1806062,9,0,65,0,3
