respid,cluster,locality,gmina,woj,gender,age,status,status_detail
30,3,3,202011,1,0,47,1,1
33,3,3,202011,1,0,47,1,1
27,3,3,202011,1,0,47,0,3
28,3,3,202011,1,0,47,0,3
29,3,3,202011,1,0,47,0,3
31,3,3,202011,1,0,47,0,2
32,3,3,202011,1,0,47,0,2
34,3,3,202011,1,0,47,0,2
35,3,3,202011,1,0,47,0,3
36,3,3,202011,1,0,47,0,2
37,3,3,202011,1,0,47,0,2
38,3,3,202011,1,0,47,0,3
39,3,3,202011,1,0,47,0,3
5,1,3,201011,1,0,71,1,1
9,1,3,201011,1,1,68,1,1
12,1,3,201011,1,1,68,1,1
13,1,3,201011,1,1,68,1,1
20,2,3,201011,1,1,68,1,1
1,1,3,201011,1,0,71,0,2
2,1,3,201011,1,0,71,0,2
3,1,3,201011,1,1,68,0,2
4,1,3,201011,1,0,71,0,2
6,1,3,201011,1,0,71,0,2
7,1,3,201011,1,0,71,0,3
8,1,3,201011,1,0,71,0,2
10,1,3,201011,1,1,68,0,2
11,1,3,201011,1,1,68,0,2
391,31,1,213022,1,0,64,1,1
394,31,1,213022,1,0,64,1,1
395,31,1,213022,1,0,64,1,1
396,31,1,213022,1,0,64,1,1
397,31,1,213022,1,0,64,1,1
402,31,1,213022,1,0,64,1,1
392,31,1,213022,1,0,64,0,3
393,31,1,213022,1,0,64,0,2
398,31,1,213022,1,0,64,0,2
399,31,1,213022,1,0,64,0,3
400,31,1,213022,1,0,64,0,2
401,31,1,213022,1,0,64,0,2
403,31,1,213022,1,0,64,0,2
40,4,3,202021,1,0,64,1,1
46,4,3,202021,1,0,64,1,1
41,4,3,202021,1,0,64,0,2
42,4,3,202021,1,0,64,0,3
43,4,3,202021,1,0,64,0,2
44,4,3,202021,1,0,64,0,2
45,4,3,202021,1,0,64,0,3
47,4,3,202021,1,0,64,0,3
48,4,3,202021,1,0,64,0,3
49,4,3,202021,1,0,64,0,3
50,4,3,202021,1,0,64,0,2
51,4,3,202021,1,0,64,0,2
52,4,3,202021,1,0,64,0,3
107,9,3,203011,1,1,70,1,1
108,9,3,203011,1,1,70,1,1
111,9,3,203011,1,1,70,1,1
112,9,3,203011,1,1,70,1,1
114,9,3,203011,1,1,70,1,1
115,9,3,203011,1,1,70,1,1
120,10,3,203011,1,1,70,1,1
121,10,3,203011,1,1,70,1,1
122,10,3,203011,1,1,70,1,1
125,10,3,203011,1,1,70,1,1
132,11,3,203011,1,1,70,1,1
133,11,3,203011,1,1,70,1,1
134,11,3,203011,1,1,70,1,1
139,11,3,203011,1,1,70,1,1
140,11,3,203011,1,1,70,1,1
142,11,3,203011,1,1,70,1,1
105,9,3,203011,1,1,70,0,2
106,9,3,203011,1,1,70,0,3
109,9,3,203011,1,1,70,0,2
110,9,3,203011,1,1,70,0,2
113,9,3,203011,1,1,70,0,3
116,9,3,203011,1,1,70,0,2
117,9,3,203011,1,1,70,0,2
118,10,3,203011,1,1,70,0,3
119,10,3,203011,1,1,70,0,2
123,10,3,203011,1,1,70,0,3
124,10,3,203011,1,1,70,0,3
126,10,3,203011,1,1,70,0,3
127,10,3,203011,1,1,70,0,3
128,10,3,203011,1,1,70,0,2
129,10,3,203011,1,1,70,0,2
130,10,3,203011,1,1,70,0,2
131,11,3,203011,1,1,70,0,2
135,11,3,203011,1,1,70,0,3
136,11,3,203011,1,1,70,0,2
137,11,3,203011,1,1,70,0,2
138,11,3,203011,1,1,70,0,2
141,11,3,203011,1,1,70,0,2
143,11,3,203011,1,1,70,0,2
535,42,2,221054,1,0,64,1,1
539,42,2,221054,1,0,64,1,1
545,42,2,221054,1,0,64,1,1
534,42,2,221054,1,0,64,0,3
536,42,2,221054,1,0,64,0,2
537,42,2,221054,1,0,64,0,3
538,42,2,221054,1,0,64,0,2
540,42,2,221054,1,0,64,0,2
541,42,2,221054,1,0,64,0,3
542,42,2,221054,1,0,64,0,3
543,42,2,221054,1,0,64,0,3
544,42,2,221054,1,0,64,0,3
546,42,2,221054,1,0,64,0,3
157,13,2,204014,1,0,38,1,1
161,13,2,204014,1,0,38,1,1
162,13,2,204014,1,0,38,1,1
163,13,2,204014,1,0,38,1,1
168,13,2,204014,1,0,38,1,1
158,13,2,204014,1,0,38,0,2
159,13,2,204014,1,0,38,0,3
160,13,2,204014,1,0,38,0,3
164,13,2,204014,1,0,38,0,2
165,13,2,204014,1,0,38,0,2
166,13,2,204014,1,0,38,0,3
167,13,2,204014,1,0,38,0,3
169,13,2,204014,1,0,38,0,3
16,2,1,201032,1,1,68,1,1
18,2,1,201032,1,1,68,1,1
23,2,1,201032,1,1,68,1,1
24,2,1,201032,1,1,68,1,1
14,2,1,201032,1,1,68,0,3
15,2,1,201032,1,1,68,0,2
17,2,1,201032,1,1,68,0,2
19,2,1,201032,1,1,68,0,2
21,2,1,201032,1,1,68,0,2
22,2,1,201032,1,1,68,0,2
25,2,1,201032,1,1,68,0,2
26,2,1,201032,1,1,68,0,2
150,12,1,203032,1,0,64,1,1
151,12,1,203032,1,0,64,1,1
144,12,1,203032,1,0,64,0,2
145,12,1,203032,1,0,64,0,2
146,12,1,203032,1,0,64,0,3
147,12,1,203032,1,0,64,0,2
148,12,1,203032,1,0,64,0,3
149,12,1,203032,1,0,64,0,2
152,12,1,203032,1,0,64,0,2
153,12,1,203032,1,0,64,0,2
154,12,1,203032,1,0,64,0,2
155,12,1,203032,1,0,64,0,2
156,12,1,203032,1,0,64,0,2
432,34,2,215034,1,1,63,1,1
441,34,2,215034,1,1,63,1,1
430,34,2,215034,1,1,63,0,3
431,34,2,215034,1,1,63,0,2
433,34,2,215034,1,1,63,0,2
434,34,2,215034,1,1,63,0,2
435,34,2,215034,1,1,63,0,3
436,34,2,215034,1,1,63,0,2
437,34,2,215034,1,1,63,0,3
438,34,2,215034,1,1,63,0,3
439,34,2,215034,1,1,63,0,3
440,34,2,215034,1,1,63,0,3
442,34,2,215034,1,1,63,0,2
653,51,3,261011,1,1,70,1,1
657,51,3,261011,1,1,70,1,1
661,51,3,261011,1,1,70,1,1
666,52,3,261011,1,1,70,1,1
668,52,3,261011,1,1,70,1,1
669,52,3,261011,1,1,70,1,1
672,52,3,261011,1,1,70,1,1
651,51,3,261011,1,1,70,0,3
652,51,3,261011,1,1,70,0,3
654,51,3,261011,1,1,70,0,2
655,51,3,261011,1,1,70,0,2
656,51,3,261011,1,1,70,0,2
658,51,3,261011,1,1,70,0,3
659,51,3,261011,1,1,70,0,2
660,51,3,261011,1,1,70,0,2
662,51,3,261011,1,1,70,0,2
663,51,3,261011,1,1,70,0,3
664,52,3,261011,1,1,70,0,2
665,52,3,261011,1,1,70,0,2
667,52,3,261011,1,1,70,0,2
670,52,3,261011,1,1,70,0,3
671,52,3,261011,1,1,70,0,3
673,52,3,261011,1,1,70,0,3
674,52,3,261011,1,1,70,0,3
675,52,3,261011,1,1,70,0,3
676,52,3,261011,1,1,70,0,2
548,43,1,223012,1,0,64,1,1
555,43,1,223012,1,0,64,1,1
557,43,1,223012,1,0,64,1,1
547,43,1,223012,1,0,64,0,3
549,43,1,223012,1,0,64,0,2
550,43,1,223012,1,0,64,0,3
551,43,1,223012,1,0,64,0,3
552,43,1,223012,1,0,64,0,2
553,43,1,223012,1,0,64,0,2
554,43,1,223012,1,0,64,0,3
556,43,1,223012,1,0,64,0,3
558,43,1,223012,1,0,64,0,3
559,43,1,223012,1,0,64,0,2
202,16,2,207011,1,0,64,1,1
207,16,2,207011,1,0,64,1,1
196,16,2,207011,1,0,64,0,2
197,16,2,207011,1,0,64,0,2
198,16,2,207011,1,0,64,0,2
199,16,2,207011,1,0,64,0,2
200,16,2,207011,1,0,64,0,3
201,16,2,207011,1,0,64,0,2
203,16,2,207011,1,0,64,0,2
204,16,2,207011,1,0,64,0,2
205,16,2,207011,1,0,64,0,3
206,16,2,207011,1,0,64,0,2
208,16,2,207011,1,0,64,0,3
79,7,1,202062,1,0,64,1,1
80,7,1,202062,1,0,64,1,1
81,7,1,202062,1,0,64,1,1
83,7,1,202062,1,0,64,1,1
84,7,1,202062,1,0,64,1,1
82,7,1,202062,1,0,64,0,3
85,7,1,202062,1,0,64,0,2
86,7,1,202062,1,0,64,0,3
87,7,1,202062,1,0,64,0,3
88,7,1,202062,1,0,64,0,3
89,7,1,202062,1,0,64,0,2
90,7,1,202062,1,0,64,0,2
91,7,1,202062,1,0,64,0,3
274,22,3,210011,1,0,71,1,1
285,22,3,210011,1,1,68,1,1
275,22,3,210011,1,0,71,0,2
276,22,3,210011,1,0,71,0,3
277,22,3,210011,1,0,71,0,2
278,22,3,210011,1,0,71,0,3
279,22,3,210011,1,0,71,0,3
280,22,3,210011,1,0,71,0,3
281,22,3,210011,1,0,71,0,2
282,22,3,210011,1,1,68,0,2
283,22,3,210011,1,1,68,0,2
284,22,3,210011,1,1,68,0,2
286,22,3,210011,1,1,68,0,3
326,26,3,211011,1,1,70,1,1
327,26,3,211011,1,1,70,1,1
335,26,3,211011,1,1,70,1,1
336,26,3,211011,1,1,70,1,1
341,27,3,211011,1,1,70,1,1
342,27,3,211011,1,1,70,1,1
343,27,3,211011,1,1,70,1,1
346,27,3,211011,1,1,70,1,1
349,27,3,211011,1,1,70,1,1
357,28,3,211011,1,1,70,1,1
359,28,3,211011,1,1,70,1,1
364,28,3,211011,1,1,70,1,1
328,26,3,211011,1,1,70,0,2
329,26,3,211011,1,1,70,0,3
330,26,3,211011,1,1,70,0,2
331,26,3,211011,1,1,70,0,2
333,26,3,211011,1,1,70,0,2
334,26,3,211011,1,1,70,0,3
337,26,3,211011,1,1,70,0,3
338,26,3,211011,1,1,70,0,3
339,27,3,211011,1,1,70,0,2
340,27,3,211011,1,1,70,0,3
344,27,3,211011,1,1,70,0,2
345,27,3,211011,1,1,70,0,3
347,27,3,211011,1,1,70,0,3
348,27,3,211011,1,1,70,0,2
350,27,3,211011,1,1,70,0,2
351,27,3,211011,1,1,70,0,2
352,28,3,211011,1,1,70,0,2
353,28,3,211011,1,1,70,0,2
354,28,3,211011,1,1,70,0,2
355,28,3,211011,1,1,70,0,2
356,28,3,211011,1,1,70,0,2
358,28,3,211011,1,0,38,0,2
360,28,3,211011,1,1,70,0,2
361,28,3,211011,1,1,70,0,2
362,28,3,211011,1,1,70,0,3
363,28,3,211011,1,1,70,0,2
576,45,1,223045,1,1,63,1,1
579,45,1,223045,1,1,63,1,1
573,45,1,223045,1,1,63,0,3
574,45,1,223045,1,1,63,0,2
575,45,1,223045,1,1,63,0,2
577,45,1,223045,1,1,63,0,2
578,45,1,223045,1,1,63,0,2
580,45,1,223045,1,1,63,0,3
581,45,1,223045,1,1,63,0,3
583,45,1,223045,1,1,63,0,2
585,45,1,223045,1,1,63,0,2
290,23,1,210042,1,0,71,1,1
291,23,1,210042,1,1,68,1,1
292,23,1,210042,1,1,68,1,1
294,23,1,210042,1,1,68,1,1
287,23,1,210042,1,1,68,0,2
288,23,1,210042,1,1,68,0,3
289,23,1,210042,1,1,68,0,2
293,23,1,210042,1,1,68,0,3
295,23,1,210042,1,1,68,0,2
296,23,1,210042,1,1,68,0,3
297,23,1,210042,1,1,68,0,3
298,23,1,210042,1,1,68,0,3
299,23,1,210042,1,1,68,0,3
174,14,1,205025,1,0,64,1,1
177,14,1,205025,1,0,64,1,1
178,14,1,205025,1,0,64,1,1
182,14,1,205025,1,0,64,1,1
170,14,1,205025,1,0,64,0,2
171,14,1,205025,1,0,64,0,2
172,14,1,205025,1,0,64,0,2
173,14,1,205025,1,0,64,0,2
175,14,1,205025,1,0,64,0,2
176,14,1,205025,1,0,64,0,3
179,14,1,205025,1,0,64,0,3
180,14,1,205025,1,0,64,0,3
181,14,1,205025,1,0,64,0,3
366,29,1,211022,1,0,38,1,1
367,29,1,211022,1,0,38,1,1
368,29,1,211022,1,0,38,1,1
370,29,1,211022,1,0,38,1,1
371,29,1,211022,1,0,38,1,1
372,29,1,211022,1,0,38,1,1
375,29,1,211022,1,0,38,1,1
365,29,1,211022,1,0,38,0,2
369,29,1,211022,1,0,38,0,2
373,29,1,211022,1,0,38,0,2
374,29,1,211022,1,0,38,0,2
376,29,1,211022,1,0,38,0,3
377,29,1,211022,1,0,38,0,3
224,18,1,208065,1,0,47,1,1
226,18,1,208065,1,0,47,1,1
227,18,1,208065,1,0,47,1,1
232,18,1,208065,1,0,47,1,1
234,18,1,208065,1,0,47,1,1
222,18,1,208065,1,0,47,0,2
223,18,1,208065,1,0,47,0,2
225,18,1,208065,1,0,47,0,3
228,18,1,208065,1,0,47,0,3
229,18,1,208065,1,0,47,0,2
230,18,1,208065,1,0,47,0,2
231,18,1,208065,1,0,47,0,3
233,18,1,208065,1,0,47,0,3
211,17,3,208041,1,0,47,1,1
213,17,3,208041,1,0,47,1,1
214,17,3,208041,1,0,47,1,1
215,17,3,208041,1,0,47,1,1
217,17,3,208041,1,0,47,1,1
221,17,3,208041,1,0,47,1,1
209,17,3,208041,1,0,47,0,2
210,17,3,208041,1,0,47,0,3
212,17,3,208041,1,0,47,0,2
216,17,3,208041,1,0,47,0,3
218,17,3,208041,1,0,47,0,2
219,17,3,208041,1,0,47,0,3
220,17,3,208041,1,0,47,0,2
500,39,2,220014,1,0,38,1,1
495,39,2,220014,1,0,38,0,3
496,39,2,220014,1,0,38,0,3
497,39,2,220014,1,0,38,0,3
498,39,2,220014,1,0,38,0,3
499,39,2,220014,1,0,38,0,3
501,39,2,220014,1,0,38,0,2
502,39,2,220014,1,0,38,0,2
503,39,2,220014,1,0,38,0,2
504,39,2,220014,1,0,38,0,2
505,39,2,220014,1,0,38,0,2
506,39,2,220014,1,0,38,0,2
507,39,2,220014,1,0,38,0,3
422,33,3,215011,1,0,38,1,1
417,33,3,215011,1,0,38,0,2
418,33,3,215011,1,0,38,0,2
419,33,3,215011,1,0,38,0,2
420,33,3,215011,1,0,38,0,2
421,33,3,215011,1,0,38,0,2
423,33,3,215011,1,0,38,0,2
424,33,3,215011,1,0,38,0,2
428,33,3,215011,1,0,38,0,2
429,33,3,215011,1,0,38,0,2
405,32,3,214011,1,0,38,1,1
406,32,3,214011,1,0,38,1,1
412,32,3,214011,1,0,38,1,1
415,32,3,214011,1,0,38,1,1
416,32,3,214011,1,0,38,1,1
404,32,3,214011,1,0,38,0,2
407,32,3,214011,1,0,38,0,3
408,32,3,214011,1,0,38,0,3
409,32,3,214011,1,0,38,0,3
410,32,3,214011,1,0,38,0,3
411,32,3,214011,1,0,38,0,3
413,32,3,214011,1,0,38,0,3
414,32,3,214011,1,0,38,0,2
303,24,2,210054,1,1,68,1,1
305,24,2,210054,1,0,71,1,1
308,24,2,210054,1,1,68,1,1
311,24,2,210054,1,1,68,1,1
300,24,2,210054,1,0,71,0,2
301,24,2,210054,1,0,71,0,3
302,24,2,210054,1,0,71,0,2
304,24,2,210054,1,0,71,0,2
306,24,2,210054,1,0,71,0,3
307,24,2,210054,1,0,71,0,2
309,24,2,210054,1,1,68,0,2
310,24,2,210054,1,1,68,0,2
312,24,2,210054,1,1,68,0,3
185,15,2,206031,1,1,70,1,1
187,15,2,206031,1,1,70,1,1
188,15,2,206031,1,1,70,1,1
195,15,2,206031,1,1,70,1,1
183,15,2,206031,1,1,70,0,3
184,15,2,206031,1,1,70,0,3
186,15,2,206031,1,1,70,0,3
189,15,2,206031,1,1,70,0,2
190,15,2,206031,1,1,70,0,2
191,15,2,206031,1,1,70,0,2
192,15,2,206031,1,1,70,0,3
193,15,2,206031,1,1,70,0,3
194,15,2,206031,1,1,70,0,3
54,5,2,202034,1,0,38,1,1
55,5,2,202034,1,0,38,1,1
57,5,2,202034,1,0,38,1,1
60,5,2,202034,1,0,38,1,1
63,5,2,202034,1,0,38,1,1
65,5,2,202034,1,0,38,1,1
53,5,2,202034,1,0,38,0,2
56,5,2,202034,1,0,38,0,3
58,5,2,202034,1,0,38,0,3
59,5,2,202034,1,0,38,0,3
61,5,2,202034,1,0,38,0,3
62,5,2,202034,1,0,38,0,3
64,5,2,202034,1,0,38,0,2
68,6,1,202052,1,0,64,1,1
71,6,1,202052,1,0,64,1,1
73,6,1,202052,1,0,64,1,1
78,6,1,202052,1,0,64,1,1
66,6,1,202052,1,0,64,0,3
67,6,1,202052,1,0,64,0,3
69,6,1,202052,1,0,64,0,3
70,6,1,202052,1,0,64,0,3
72,6,1,202052,1,0,64,0,2
74,6,1,202052,1,0,64,0,3
75,6,1,202052,1,0,64,0,3
76,6,1,202052,1,0,64,0,3
77,6,1,202052,1,0,64,0,3
93,8,1,202075,1,0,38,1,1
94,8,1,202075,1,0,38,1,1
97,8,1,202075,1,0,38,1,1
100,8,1,202075,1,0,38,1,1
101,8,1,202075,1,0,38,1,1
104,8,1,202075,1,0,38,1,1
92,8,1,202075,1,0,38,0,2
95,8,1,202075,1,0,38,0,2
96,8,1,202075,1,0,38,0,3
98,8,1,202075,1,0,38,0,3
99,8,1,202075,1,0,38,0,3
102,8,1,202075,1,0,38,0,2
103,8,1,202075,1,0,38,0,3
445,35,3,216044,1,1,70,1,1
449,35,3,216044,1,1,70,1,1
443,35,3,216044,1,1,70,0,3
444,35,3,216044,1,1,70,0,2
446,35,3,216044,1,1,70,0,2
447,35,3,216044,1,1,70,0,2
448,35,3,216044,1,1,70,0,2
450,35,3,216044,1,1,70,0,3
451,35,3,216044,1,1,70,0,3
452,35,3,216044,1,1,70,0,2
453,35,3,216044,1,1,70,0,3
454,35,3,216044,1,1,70,0,3
455,35,3,216044,1,1,70,0,2
263,21,2,209074,1,1,57,1,1
268,21,2,209074,1,1,57,1,1
261,21,2,209074,1,1,57,0,3
262,21,2,209074,1,1,57,0,3
264,21,2,209074,1,1,57,0,3
265,21,2,209074,1,1,57,0,3
266,21,2,209074,1,1,57,0,3
267,21,2,209074,1,1,57,0,3
269,21,2,209074,1,1,57,0,3
270,21,2,209074,1,1,57,0,3
271,21,2,209074,1,1,57,0,3
272,21,2,209074,1,1,57,0,2
273,21,2,209074,1,1,57,0,3
459,36,1,218045,1,0,64,1,1
456,36,1,218045,1,0,64,0,3
457,36,1,218045,1,0,64,0,2
458,36,1,218045,1,0,64,0,3
460,36,1,218045,1,0,64,0,3
461,36,1,218045,1,0,64,0,2
462,36,1,218045,1,0,64,0,3
463,36,1,218045,1,0,64,0,3
464,36,1,218045,1,0,64,0,2
465,36,1,218045,1,0,64,0,3
466,36,1,218045,1,0,64,0,2
467,36,1,218045,1,0,64,0,2
468,36,1,218045,1,0,64,0,2
314,25,1,210072,1,1,68,1,1
316,25,1,210072,1,0,71,1,1
320,25,1,210072,1,0,71,1,1
313,25,1,210072,1,0,71,0,2
315,25,1,210072,1,0,71,0,3
317,25,1,210072,1,0,71,0,2
318,25,1,210072,1,0,71,0,2
319,25,1,210072,1,0,71,0,2
321,25,1,210072,1,1,68,0,2
322,25,1,210072,1,1,68,0,2
323,25,1,210072,1,1,68,0,2
324,25,1,210072,1,1,68,0,3
325,25,1,210072,1,1,68,0,2
381,30,1,211032,1,0,38,1,1
386,30,1,211032,1,0,38,1,1
389,30,1,211032,1,0,38,1,1
390,30,1,211032,1,0,38,1,1
378,30,1,211032,1,0,38,0,3
379,30,1,211032,1,0,38,0,3
380,30,1,211032,1,0,38,0,3
382,30,1,211032,1,0,38,0,3
383,30,1,211032,1,0,38,0,2
384,30,1,211032,1,0,38,0,2
385,30,1,211032,1,0,38,0,2
387,30,1,211032,1,0,38,0,2
388,30,1,211032,1,0,38,0,2
523,41,1,220052,1,0,64,1,1
527,41,1,220052,1,0,64,1,1
531,41,1,220052,1,0,64,1,1
533,41,1,220052,1,0,64,1,1
521,41,1,220052,1,0,64,0,3
522,41,1,220052,1,0,64,0,2
524,41,1,220052,1,0,64,0,2
525,41,1,220052,1,0,64,0,2
526,41,1,220052,1,0,64,0,2
528,41,1,220052,1,0,64,0,2
529,41,1,220052,1,0,64,0,2
530,41,1,220052,1,0,64,0,2
532,41,1,220052,1,0,64,0,2
586,46,2,223084,1,0,64,1,1
587,46,2,223084,1,0,64,1,1
590,46,2,223084,1,0,64,1,1
592,46,2,223084,1,0,64,1,1
593,46,2,223084,1,0,64,1,1
588,46,2,223084,1,0,64,0,2
589,46,2,223084,1,0,64,0,2
591,46,2,223084,1,0,64,0,2
596,46,2,223084,1,1,63,0,2
248,20,2,208134,1,0,38,1,1
254,20,2,208134,1,0,38,1,1
255,20,2,208134,1,0,38,1,1
256,20,2,208134,1,0,38,1,1
257,20,2,208134,1,0,38,1,1
249,20,2,208134,1,0,38,0,3
250,20,2,208134,1,0,38,0,3
251,20,2,208134,1,0,38,0,2
252,20,2,208134,1,0,38,0,2
253,20,2,208134,1,0,38,0,3
258,20,2,208134,1,0,38,0,2
259,20,2,208134,1,0,38,0,3
260,20,2,208134,1,0,38,0,3
482,38,2,219064,1,1,57,1,1
485,38,2,219064,1,1,57,1,1
488,38,2,219064,1,1,57,1,1
489,38,2,219064,1,1,57,1,1
494,38,2,219064,1,1,57,1,1
483,38,2,219064,1,1,57,0,2
484,38,2,219064,1,1,57,0,3
486,38,2,219064,1,1,57,0,3
487,38,2,219064,1,1,57,0,3
490,38,2,219064,1,1,57,0,2
491,38,2,219064,1,1,57,0,3
492,38,2,219064,1,1,57,0,3
493,38,2,219064,1,1,57,0,2
627,49,1,225052,1,0,71,1,1
634,49,1,225052,1,0,71,1,1
636,49,1,225052,1,0,71,1,1
625,49,1,225052,1,0,71,0,2
626,49,1,225052,1,0,71,0,3
628,49,1,225052,1,0,71,0,2
629,49,1,225052,1,0,71,0,2
630,49,1,225052,1,0,71,0,2
631,49,1,225052,1,0,71,0,2
632,49,1,225052,1,0,71,0,2
633,49,1,225052,1,0,71,0,3
635,49,1,225052,1,0,71,0,2
637,49,1,225052,1,0,71,0,2
472,37,3,219011,1,0,47,1,1
474,37,3,219011,1,0,47,1,1
478,37,3,219011,1,0,47,1,1
469,37,3,219011,1,0,47,0,2
470,37,3,219011,1,0,47,0,3
471,37,3,219011,1,0,47,0,2
473,37,3,219011,1,0,47,0,2
475,37,3,219011,1,0,47,0,3
476,37,3,219011,1,0,47,0,3
477,37,3,219011,1,0,47,0,3
479,37,3,219011,1,0,47,0,2
480,37,3,219011,1,0,47,0,2
481,37,3,219011,1,0,47,0,2
512,40,2,220034,1,0,38,1,1
508,40,2,220034,1,0,38,0,2
509,40,2,220034,1,0,38,0,2
510,40,2,220034,1,0,38,0,2
511,40,2,220034,1,0,38,0,2
513,40,2,220034,1,0,38,0,2
514,40,2,220034,1,0,38,0,2
515,40,2,220034,1,0,38,0,2
516,40,2,220034,1,0,38,0,2
517,40,2,220034,1,0,38,0,2
518,40,2,220034,1,0,38,0,2
519,40,2,220034,1,0,38,0,2
520,40,2,220034,1,0,38,0,2
847,66,4,265011,1,0,38,1,1
851,66,4,265011,1,0,38,1,1
856,66,4,265011,1,0,38,1,1
861,67,4,265011,1,0,38,1,1
868,67,4,265011,1,0,38,1,1
871,67,4,265011,1,0,38,1,1
877,68,4,265011,1,0,38,1,1
880,68,4,265011,1,0,38,1,1
846,66,4,265011,1,0,38,0,2
848,66,4,265011,1,0,38,0,2
849,66,4,265011,1,0,38,0,2
850,66,4,265011,1,0,38,0,3
852,66,4,265011,1,0,38,0,2
853,66,4,265011,1,0,38,0,3
854,66,4,265011,1,0,38,0,3
855,66,4,265011,1,0,38,0,2
857,66,4,265011,1,0,38,0,2
858,66,4,265011,1,0,38,0,2
859,67,4,265011,1,0,38,0,2
860,67,4,265011,1,0,38,0,3
862,67,4,265011,1,0,38,0,2
863,67,4,265011,1,0,38,0,2
864,67,4,265011,1,0,38,0,2
865,67,4,265011,1,0,38,0,3
866,67,4,265011,1,0,38,0,3
867,67,4,265011,1,0,38,0,2
869,67,4,265011,1,0,38,0,2
870,67,4,265011,1,0,38,0,3
872,68,4,265011,1,0,38,0,2
873,68,4,265011,1,0,38,0,2
874,68,4,265011,1,0,38,0,3
875,68,4,265011,1,0,38,0,3
876,68,4,265011,1,0,38,0,2
878,68,4,265011,1,0,38,0,3
879,68,4,265011,1,0,38,0,3
881,68,4,265011,1,0,38,0,2
882,68,4,265011,1,0,38,0,2
883,68,4,265011,1,0,38,0,2
884,68,4,265011,1,0,38,0,2
560,44,4,265011,1,0,38,0,2
561,44,4,265011,1,0,38,0,2
562,44,4,265011,1,0,38,0,3
563,44,4,265011,1,0,38,0,2
564,44,4,265011,1,0,38,0,2
565,44,4,265011,1,0,38,0,2
566,44,4,265011,1,0,38,0,2
567,44,4,265011,1,0,38,0,2
568,44,4,265011,1,0,38,0,2
569,44,4,265011,1,0,38,0,2
570,44,4,265011,1,0,38,0,2
571,44,4,265011,1,0,38,0,2
572,44,4,265011,1,0,38,0,2
239,19,1,208072,1,0,64,1,1
241,19,1,208072,1,0,64,1,1
244,19,1,208072,1,0,64,1,1
235,19,1,208072,1,0,64,0,2
236,19,1,208072,1,0,64,0,2
237,19,1,208072,1,0,64,0,2
238,19,1,208072,1,0,64,0,2
240,19,1,208072,1,0,64,0,2
242,19,1,208072,1,0,64,0,2
243,19,1,208072,1,0,64,0,2
245,19,1,208072,1,0,64,0,2
246,19,1,208072,1,0,64,0,2
247,19,1,208072,1,0,64,0,3
677,53,4,264029,1,0,32,1,1
678,53,4,264029,1,0,32,1,1
684,53,4,264029,1,0,32,1,1
686,53,4,264029,1,0,32,1,1
693,54,4,264029,1,0,32,1,1
703,55,4,264029,1,0,32,1,1
705,55,4,264029,1,0,32,1,1
709,55,4,264029,1,0,32,1,1
716,56,4,264039,1,1,63,1,1
720,56,4,264039,1,1,63,1,1
726,56,4,264039,1,1,63,1,1
728,56,4,264039,1,1,63,1,1
732,57,4,264039,1,1,63,1,1
733,57,4,264039,1,1,63,1,1
734,57,4,264039,1,1,63,1,1
749,58,4,264039,1,1,63,1,1
752,58,4,264039,1,1,63,1,1
755,59,4,264049,1,0,38,1,1
757,59,4,264049,1,0,38,1,1
758,59,4,264049,1,0,38,1,1
768,60,4,264049,1,1,70,1,1
772,60,4,264049,1,1,70,1,1
773,60,4,264049,1,1,70,1,1
778,60,4,264049,1,1,70,1,1
781,61,4,264059,1,0,32,1,1
784,61,4,264059,1,0,32,1,1
794,62,4,264069,1,0,32,1,1
805,62,4,264069,1,0,32,1,1
807,63,4,264069,1,0,32,1,1
811,63,4,264069,1,0,32,1,1
812,63,4,264069,1,0,32,1,1
821,64,4,264069,1,0,32,1,1
822,64,4,264069,1,0,32,1,1
833,65,4,264069,1,0,32,1,1
835,65,4,264069,1,0,32,1,1
843,65,4,264069,1,0,32,1,1
679,53,4,264069,1,0,32,0,2
680,53,4,264069,1,0,32,0,3
681,53,4,264069,1,0,32,0,2
682,53,4,264069,1,0,32,0,2
683,53,4,264069,1,0,32,0,3
685,53,4,264069,1,0,32,0,3
690,54,4,264069,1,0,32,0,3
691,54,4,264069,1,0,32,0,2
692,54,4,264069,1,0,32,0,2
694,54,4,264069,1,0,32,0,2
695,54,4,264069,1,0,32,0,2
696,54,4,264069,1,0,32,0,3
697,54,4,264069,1,0,32,0,3
698,54,4,264069,1,0,32,0,2
699,54,4,264069,1,0,32,0,3
700,54,4,264069,1,0,32,0,3
701,54,4,264069,1,0,32,0,3
702,54,4,264069,1,0,32,0,3
704,55,4,264069,1,0,32,0,2
706,55,4,264069,1,0,32,0,3
707,55,4,264069,1,0,32,0,2
708,55,4,264069,1,0,32,0,3
710,55,4,264069,1,0,32,0,2
717,56,4,264069,1,1,63,0,3
718,56,4,264069,1,1,63,0,2
719,56,4,264069,1,1,63,0,3
721,56,4,264069,1,1,63,0,3
722,56,4,264069,1,1,63,0,3
723,56,4,264069,1,1,63,0,3
724,56,4,264069,1,1,63,0,2
725,56,4,264069,1,1,63,0,3
727,56,4,264069,1,1,63,0,3
729,57,4,264069,1,1,63,0,2
